00117    8.08  0.15 K20CH 265.49245   49.28521  348.67127   14.90711  0.0259722  0.19012760   2.9952927  0 MPO600179  2769  63 1876-2020 0.44 M-v 3Ek Pan        0000    (117) Lomia              20201129
00118    8.91  0.15 K20CH 105.75445   33.27162   47.67404    7.74581  0.1646429  0.25915447   2.4364841  0 MPO600179  2670  60 1872-2021 0.49 M-v 3Ek Pan        0000    (118) Peitho             20210318
00119    8.36  0.15 K20CH 133.52175  171.39535  203.63820    5.78566  0.0808698  0.23758345   2.5818158  0 MPO600179  3259  69 1872-2021 0.52 M-v 3Ek Pan        0000    (119) Althaea            20210320
00120    7.79  0.15 K20CH 341.19983  234.10206  341.16338    6.96366  0.0518159  0.17902856   3.1178449  0 MPO600179  2840  67 1872-2021 0.47 M-v 3Ek Pan        0000    (120) Lachesis           20210318
00121    7.36  0.15 K20CH 312.06663  296.57966   73.01627    7.56923  0.1286175  0.15297899   3.4624342  0 MPO600179  3956  70 1872-2020 0.45 M-v 3Ek Pan        0000    (121) Hermione           20201126
00122    7.71  0.15 K20CH  76.35168  321.19936  178.12467    1.64075  0.0311028  0.17037494   3.2225444  0 MPO600179  3357  75 1872-2021 0.52 M-v 3Ek Pan        0000    (122) Gerda              20210318
00123    8.93  0.15 K20CH  93.67906  125.59311  307.72520    6.41441  0.1206693  0.22279666   2.6948231  0 MPO600179  3162  59 1872-2021 0.44 M-v 3Ek Pan        0000    (123) Brunhild           20210318
00124    8.13  0.15 K20CH 352.60374   62.24447  187.97412    2.95756  0.0755317  0.23111064   2.6298002  0 MPO600179  3615  75 1872-2021 0.52 M-v 3Ek Pan        0000    (124) Alkeste            20210303
00125    8.84  0.15 K20CH 294.04980  110.16605  168.98206    4.66467  0.0779579  0.21694371   2.7430771  0 MPO600179  4687  72 1872-2021 0.40 M-v 3Ek Pan        0000    (125) Liberatrix         20210318
00126    9.17  0.15 K20CH 356.79194  327.86098   23.24508    2.92354  0.1056530  0.25875201   2.4390099  0 MPO600179  3283  61 1872-2021 0.49 M-v 3Ek Pan        0000    (126) Velleda            20210119
00127    8.61  0.15 K20CH  53.81289   93.41393   31.13931    8.24454  0.0666674  0.21553402   2.7550247  0 MPO600179  3076  54 1893-2021 0.44 M-v 3Ek Pan        0000    (127) Johanna            20210318
00128    7.72  0.15 K20CH 201.88612  303.59787   76.23398    6.24556  0.1278726  0.21630629   2.7484633  0 MPO600179  2930  78 1872-2021 0.51 M-v 3Ek Pan        0000    (128) Nemesis            20210318
00129    7.07  0.15 K20CH  61.70012  111.09816  135.66353   12.27098  0.2127872  0.20275983   2.8695564  0 MPO600179  3153  69 1876-2020 0.51 M-v 3Ek Pan        0000    (129) Antigone           20201222
00130    7.21  0.15 K20CH  52.85337  237.55872  145.01005   22.78100  0.2091030  0.17831526   3.1261541  0 MPO600179  3250  62 1893-2021 0.46 M-v 3Ek Pan        0000    (130) Elektra            20210314
00131    9.97  0.15 K20CH 344.98225  160.72393   65.65228    4.96102  0.0672496  0.25995682   2.4314681  0 MPO600179  3122  57 1873-2021 0.42 M-v 3Ek Pan        0000    (131) Vala               20210302
00132    9.01  0.15 K20CH  52.82294  255.18569  258.39208   24.99324  0.3894859  0.23400826   2.6080461  0 MPO600179  2591  44 1873-2021 0.40 M-v 3Ek Pan        0005    (132) Aethra             20210315
00133    7.91  0.15 K20CH 249.75174  290.15838  319.00337    7.21392  0.1350810  0.18369890   3.0647732  0 MPO600179  3595  60 1873-2021 0.42 M-v 3Ek Pan        0000    (133) Cyrene             20210314
00134    8.81  0.15 K20CH 253.96160   84.87766  345.86651   11.60715  0.1149685  0.23987290   2.5653616  0 MPO600179  2509  66 1877-2020 0.43 M-v 3Ek Pan        0000    (134) Sophrosyne         20201126
